[run number];max-tezina;min-tezina;postotak-tabu-lista;n-vrhova;[step];dubina-agenti;sirina-agenti;uniform-cost-agenti;dubina-ticks;sirina-ticks;pohlepni-ticks;uniform-ticks;tabu-ticks;tabu-rjesenje?;pohlepni-rjesenje?
267;50000;1000;25;26;1;73;97;49;9;9;2;9;2;TRUE;TRUE
268;50000;1000;25;26;1;5699;614;302;307;307;8;307;8;TRUE;TRUE
269;50000;1000;25;26;1;97;97;97;12;12;12;12;12;TRUE;TRUE
270;50000;1000;25;26;1;73;73;73;9;9;10;9;10;TRUE;TRUE
271;50000;1000;25;26;1;3566;705;441;220;220;15;220;15;TRUE;TRUE
272;50000;1000;25;26;1;2937;1008;392;197;197;4;197;4;TRUE;TRUE
273;50000;1000;25;27;1;26;26;26;3;3;1;3;1;TRUE;TRUE
274;50000;1000;25;27;1;572;572;572;72;72;10;72;10;TRUE;TRUE
275;50000;1000;25;27;1;173;173;173;21;21;8;21;8;TRUE;TRUE
276;50000;1000;25;27;1;221;221;221;27;27;8;27;8;TRUE;TRUE
277;50000;1000;25;27;1;15561;8895;8775;1555;1555;24;1555;24;TRUE;TRUE
278;50000;1000;25;27;1;125;125;125;15;15;22;15;22;TRUE;TRUE
279;50000;1000;25;27;1;784;1052;759;109;109;9;109;9;TRUE;TRUE
281;50000;1000;25;27;1;10844;2625;757;652;652;8;652;8;TRUE;TRUE
282;50000;1000;25;27;1;1532;829;341;114;114;17;114;17;TRUE;TRUE
283;50000;1000;25;27;1;3291;2394;1701;324;324;21;324;21;TRUE;TRUE
284;50000;1000;25;27;1;242;317;242;33;33;8;33;8;TRUE;TRUE
285;50000;1000;25;27;1;1303;2361;599;180;180;3;180;3;TRUE;TRUE
286;50000;1000;25;27;1;1529;951;295;118;118;5;118;5;TRUE;TRUE
287;50000;1000;25;27;1;1592;1006;584;133;133;10;133;10;TRUE;TRUE
288;50000;1000;25;27;1;21272;13297;9497;2030;2030;24;2030;24;TRUE;TRUE
289;50000;1000;25;28;1;79;79;79;9;9;11;9;11;TRUE;TRUE
290;50000;1000;25;28;1;617;415;155;47;47;13;47;13;TRUE;TRUE
291;50000;1000;25;28;1;9034;1068;496;462;462;26;462;26;TRUE;TRUE
292;50000;1000;25;28;1;4734;4127;2914;494;494;5;494;5;TRUE;TRUE
293;50000;1000;25;28;1;4416;2062;1576;340;340;18;340;18;TRUE;TRUE
294;50000;1000;25;28;1;2992;2171;2145;305;305;27;305;27;TRUE;TRUE
295;50000;1000;25;28;1;5767;3357;2844;516;516;14;516;14;TRUE;TRUE
296;50000;1000;25;28;1;576;602;576;70;70;7;70;7;TRUE;TRUE
297;50000;1000;25;28;1;400;634;374;56;56;6;56;6;TRUE;TRUE
298;50000;1000;25;28;1;1255;1154;476;117;117;12;117;12;TRUE;TRUE
299;50000;1000;25;28;1;2498;821;405;151;151;26;151;26;TRUE;TRUE
300;50000;1000;25;28;1;3481;3563;2114;382;382;13;382;13;TRUE;TRUE
301;50000;1000;25;28;1;27;27;27;3;3;1;3;1;TRUE;TRUE
302;50000;1000;25;28;1;2233;1413;859;185;185;24;185;24;TRUE;TRUE
303;50000;1000;25;28;1;8375;750;308;421;421;9;421;9;TRUE;TRUE
304;50000;1000;25;28;1;79;105;53;9;9;2;9;2;TRUE;TRUE
305;50000;1000;25;29;1;7074;2104;896;410;410;19;410;19;TRUE;TRUE
306;50000;1000;25;29;1;9050;1771;1136;501;501;27;501;27;TRUE;TRUE
307;50000;1000;25;29;1;4974;1062;549;271;271;15;271;15;TRUE;TRUE
308;50000;1000;25;29;1;1773;1685;896;172;172;9;172;9;TRUE;TRUE
309;50000;1000;25;29;1;890;890;890;108;108;22;108;22;TRUE;TRUE
310;50000;1000;25;29;1;162;162;162;18;18;24;18;24;TRUE;TRUE
311;50000;1000;25;29;1;28;28;28;3;3;1;3;1;TRUE;TRUE
312;50000;1000;25;29;1;1266;833;594;105;105;17;105;17;TRUE;TRUE
313;50000;1000;25;29;1;3276;1279;1036;224;224;15;224;15;TRUE;TRUE
314;50000;1000;25;29;1;902;737;496;82;82;16;82;16;TRUE;TRUE
315;50000;1000;25;29;1;28;28;28;3;3;1;3;1;TRUE;TRUE
316;50000;1000;25;29;1;342;342;342;39;39;23;39;23;TRUE;TRUE
317;50000;1000;25;29;1;16279;5244;5136;1157;1157;19;1157;19;TRUE;TRUE
318;50000;1000;25;29;1;3753;1287;936;238;238;28;238;28;TRUE;TRUE
319;50000;1000;25;29;1;82;82;82;9;9;20;9;20;TRUE;TRUE
320;50000;1000;25;29;1;319;675;108;41;41;3;41;3;TRUE;TRUE
321;50000;1000;25;30;1;16667;614;166;718;718;25;718;25;TRUE;TRUE
322;50000;1000;25;30;1;941;842;597;88;88;24;88;24;TRUE;TRUE
323;50000;1000;25;30;1;4204;2420;1069;294;294;13;294;13;TRUE;TRUE
324;50000;1000;25;30;1;3310;2614;1867;296;296;25;296;25;TRUE;TRUE
325;50000;1000;25;30;1;2137;1948;1017;191;191;16;191;16;TRUE;TRUE
326;50000;1000;25;30;1;29;29;29;3;3;1;3;1;TRUE;TRUE
327;50000;1000;25;30;1;1078;697;221;73;73;20;73;20;TRUE;TRUE
328;50000;1000;25;30;1;20892;1039;451;902;902;13;902;13;TRUE;TRUE
329;50000;1000;25;30;1;6107;2088;422;335;335;28;335;28;TRUE;TRUE
330;50000;1000;25;30;1;617;516;460;59;59;9;59;9;TRUE;TRUE
331;50000;1000;25;30;1;998;998;998;111;111;7;111;7;TRUE;TRUE
332;50000;1000;25;30;1;29;29;29;3;3;1;3;1;TRUE;TRUE
333;50000;1000;25;30;1;682;682;682;78;78;24;78;24;TRUE;TRUE
334;50000;1000;25;30;1;85;589;85;27;27;2;27;2;TRUE;TRUE
335;50000;1000;25;30;1;1896;876;596;126;126;17;126;17;TRUE;TRUE
336;50000;1000;25;30;1;5923;2084;1199;358;358;15;358;15;TRUE;TRUE
337;50000;1000;25;31;1;13341;4915;2733;811;811;29;811;29;TRUE;TRUE
338;50000;1000;25;31;1;4205;1588;1076;259;259;5;259;5;TRUE;TRUE
339;50000;1000;25;31;1;59;59;59;6;6;9;6;9;TRUE;TRUE
340;50000;1000;25;31;1;24065;4916;2757;1239;1239;15;1239;15;TRUE;TRUE
341;50000;1000;25;31;1;30;30;30;3;3;1;3;1;TRUE;TRUE
342;50000;1000;25;31;1;390;448;390;44;44;9;44;9;TRUE;TRUE
343;50000;1000;25;31;1;372;372;372;39;39;18;39;18;TRUE;TRUE
344;50000;1000;25;31;1;3248;1613;1526;232;232;9;232;9;TRUE;TRUE
345;50000;1000;25;31;1;4025;405;202;178;178;18;178;18;TRUE;TRUE
346;50000;1000;25;31;1;2236;907;588;135;135;15;135;15;TRUE;TRUE
347;50000;1000;25;31;1;4265;1534;1215;259;259;28;259;28;TRUE;TRUE
348;50000;1000;25;31;1;6312;2341;750;347;347;27;347;27;TRUE;TRUE
349;50000;1000;25;31;1;4206;707;256;200;200;3;200;3;TRUE;TRUE
350;50000;1000;25;31;1;1738;783;423;108;108;4;108;4;TRUE;TRUE
351;50000;1000;25;31;1;2459;1077;613;153;153;26;153;26;TRUE;TRUE
352;50000;1000;25;31;1;6390;919;252;289;289;12;289;12;TRUE;TRUE
353;50000;1000;50;10;1;32;32;32;12;12;7;12;7;TRUE;TRUE
354;50000;1000;50;10;1;146;79;55;37;37;6;37;6;TRUE;TRUE
355;50000;1000;50;10;1;177;173;149;70;70;8;70;8;TRUE;TRUE
356;50000;1000;50;10;1;17;17;17;6;6;9;6;9;TRUE;TRUE
357;50000;1000;50;10;1;32;41;17;11;11;2;11;2;TRUE;TRUE
358;50000;1000;50;10;1;141;80;24;32;32;8;32;8;TRUE;TRUE
359;50000;1000;50;10;1;54;54;54;21;21;7;21;7;TRUE;TRUE
360;50000;1000;50;10;1;9;9;9;3;3;1;3;1;TRUE;TRUE
361;50000;1000;50;10;1;39;39;39;15;15;8;15;8;TRUE;TRUE
362;50000;1000;50;10;1;130;93;61;38;38;7;38;7;TRUE;TRUE
363;50000;1000;50;10;1;96;71;47;28;28;5;28;5;TRUE;TRUE
364;50000;1000;50;10;1;211;158;158;82;82;7;82;7;TRUE;TRUE
365;50000;1000;50;10;1;150;144;75;54;54;7;54;7;TRUE;TRUE
366;50000;1000;50;10;1;204;192;160;80;80;6;80;6;TRUE;TRUE
367;50000;1000;50;10;1;17;17;17;6;6;3;6;3;TRUE;TRUE
368;50000;1000;50;10;1;39;39;39;15;15;8;15;8;TRUE;TRUE
369;50000;1000;50;11;1;173;147;120;56;56;7;56;7;TRUE;TRUE
370;50000;1000;50;11;1;85;85;85;30;30;5;30;5;TRUE;TRUE
371;50000;1000;50;11;1;101;101;101;39;39;9;39;9;TRUE;TRUE
372;50000;1000;50;11;1;35;35;35;12;12;9;12;9;TRUE;TRUE
373;50000;1000;50;11;1;37;37;19;10;10;2;10;2;TRUE;TRUE
374;50000;1000;50;11;1;19;19;19;6;6;4;6;4;TRUE;TRUE
375;50000;1000;50;11;1;19;19;19;6;6;2;6;2;TRUE;TRUE
376;50000;1000;50;11;1;19;19;19;6;6;7;6;7;TRUE;TRUE
377;50000;1000;50;11;1;10;10;10;3;3;1;3;1;TRUE;TRUE
378;50000;1000;50;11;1;91;73;37;23;23;2;23;2;TRUE;TRUE
379;50000;1000;50;11;1;130;80;53;31;31;7;31;7;TRUE;TRUE
380;50000;1000;50;11;1;133;72;63;31;31;4;31;4;TRUE;TRUE
381;50000;1000;50;11;1;78;185;63;38;38;3;38;3;TRUE;TRUE
382;50000;1000;50;11;1;45;45;45;15;15;7;15;7;TRUE;TRUE
383;50000;1000;50;11;1;101;71;35;25;25;9;25;9;TRUE;TRUE
384;50000;1000;50;11;1;69;114;60;28;28;7;28;7;TRUE;TRUE
385;50000;1000;50;12;1;41;41;41;12;12;4;12;4;TRUE;TRUE
386;50000;1000;50;12;1;124;129;109;40;40;4;40;4;TRUE;TRUE
387;50000;1000;50;12;1;11;11;11;3;3;1;3;1;TRUE;TRUE
388;50000;1000;50;12;1;207;221;109;59;59;5;59;5;TRUE;TRUE
389;50000;1000;50;12;1;31;61;31;12;12;6;12;6;TRUE;TRUE
390;50000;1000;50;12;1;66;76;57;21;21;4;21;4;TRUE;TRUE
391;50000;1000;50;12;1;31;31;31;9;9;11;9;11;TRUE;TRUE
392;50000;1000;50;12;1;30;30;30;9;9;6;9;6;TRUE;TRUE
393;50000;1000;50;12;1;213;143;83;50;50;2;50;2;TRUE;TRUE
394;50000;1000;50;12;1;21;21;21;6;6;2;6;2;TRUE;TRUE
395;50000;1000;50;12;1;171;231;171;63;63;11;63;11;TRUE;TRUE
396;50000;1000;50;12;1;204;196;186;63;63;9;63;9;TRUE;TRUE
397;50000;1000;50;12;1;152;155;115;44;44;5;44;5;TRUE;TRUE
398;50000;1000;50;12;1;84;102;66;27;27;8;27;8;TRUE;TRUE
399;50000;1000;50;12;1;925;714;704;300;300;11;300;11;TRUE;TRUE
400;50000;1000;50;12;1;21;21;21;6;6;3;6;3;TRUE;TRUE
401;50000;1000;50;13;1;43;65;43;14;14;12;14;12;TRUE;TRUE
402;50000;1000;50;13;1;311;143;44;51;51;12;51;12;TRUE;TRUE
403;50000;1000;50;13;1;211;163;152;52;52;4;52;4;TRUE;TRUE
404;50000;1000;50;13;1;634;325;259;132;132;11;132;11;TRUE;TRUE
405;50000;1000;50;13;1;136;158;125;40;40;7;40;7;TRUE;TRUE
406;50000;1000;50;13;1;72;72;72;21;21;4;21;4;TRUE;TRUE
407;50000;1000;50;13;1;225;180;115;51;51;9;51;9;TRUE;TRUE
408;50000;1000;50;13;1;186;186;186;57;57;11;57;11;TRUE;TRUE
409;50000;1000;50;13;1;273;259;185;75;75;10;75;10;TRUE;TRUE
410;50000;1000;50;13;1;585;586;576;197;197;12;197;12;TRUE;TRUE
411;50000;1000;50;13;1;23;23;23;6;6;11;6;11;TRUE;TRUE
412;50000;1000;50;13;1;44;44;44;12;12;11;12;11;TRUE;TRUE
413;50000;1000;50;13;1;76;133;45;23;23;2;23;2;TRUE;TRUE
414;50000;1000;50;13;1;56;67;34;14;14;2;14;2;TRUE;TRUE
415;50000;1000;50;13;1;43;232;33;29;29;3;29;3;TRUE;TRUE
416;50000;1000;50;13;1;55;143;55;23;23;7;23;7;TRUE;TRUE
417;50000;1000;50;14;1;25;25;25;6;6;13;6;13;TRUE;TRUE
418;50000;1000;50;14;1;59;71;59;16;16;13;16;13;TRUE;TRUE
419;50000;1000;50;14;1;13;13;13;3;3;1;3;1;TRUE;TRUE
420;50000;1000;50;14;1;138;138;126;35;35;7;35;7;TRUE;TRUE
421;50000;1000;50;14;1;150;118;82;30;30;5;30;5;TRUE;TRUE
422;50000;1000;50;14;1;356;167;59;53;53;9;53;9;TRUE;TRUE
423;50000;1000;50;14;1;373;165;81;55;55;4;55;4;TRUE;TRUE
424;50000;1000;50;14;1;346;226;180;69;69;7;69;7;TRUE;TRUE
425;50000;1000;50;14;1;90;156;48;25;25;3;25;3;TRUE;TRUE
426;50000;1000;50;14;1;93;105;93;25;25;3;25;3;TRUE;TRUE
427;50000;1000;50;14;1;166;335;155;59;59;5;59;5;TRUE;TRUE
428;50000;1000;50;14;1;82;82;82;21;21;5;21;5;TRUE;TRUE
429;50000;1000;50;14;1;94;72;60;19;19;4;19;4;TRUE;TRUE
430;50000;1000;50;14;1;423;201;83;65;65;3;65;3;TRUE;TRUE
431;50000;1000;50;14;1;578;390;196;109;109;9;109;9;TRUE;TRUE
432;50000;1000;50;14;1;185;279;185;62;62;9;62;9;TRUE;TRUE
433;50000;1000;50;15;1;464;538;167;99;99;12;99;12;TRUE;TRUE
434;50000;1000;50;15;1;281;240;39;46;46;3;46;3;TRUE;TRUE
435;50000;1000;50;15;1;1059;286;182;133;133;12;133;12;TRUE;TRUE
436;50000;1000;50;15;1;52;156;52;20;20;10;20;10;TRUE;TRUE
437;50000;1000;50;15;1;198;170;27;32;32;2;32;2;TRUE;TRUE
438;50000;1000;50;15;1;261;261;261;66;66;8;66;8;TRUE;TRUE
439;50000;1000;50;15;1;39;39;39;9;9;3;9;3;TRUE;TRUE
440;50000;1000;50;15;1;390;218;88;58;58;10;58;10;TRUE;TRUE
441;50000;1000;50;15;1;379;141;102;51;51;8;51;8;TRUE;TRUE
442;50000;1000;50;15;1;174;176;64;34;34;3;34;3;TRUE;TRUE
443;50000;1000;50;15;1;40;118;27;14;14;2;14;2;TRUE;TRUE
444;50000;1000;50;15;1;297;139;100;45;45;5;45;5;TRUE;TRUE
445;50000;1000;50;15;1;63;75;63;16;16;4;16;4;TRUE;TRUE
446;50000;1000;50;15;1;708;281;177;105;105;14;105;14;TRUE;TRUE
447;50000;1000;50;15;1;567;722;476;157;157;11;157;11;TRUE;TRUE
448;50000;1000;50;15;1;155;156;65;30;30;2;30;2;TRUE;TRUE
449;50000;1000;50;16;1;261;270;186;54;54;8;54;8;TRUE;TRUE
450;50000;1000;50;16;1;1847;1256;147;270;270;6;270;6;TRUE;TRUE
451;50000;1000;50;16;1;512;402;106;81;81;4;81;4;TRUE;TRUE
452;50000;1000;50;16;1;15;15;15;3;3;1;3;1;TRUE;TRUE
453;50000;1000;50;16;1;873;607;594;175;175;8;175;8;TRUE;TRUE
454;50000;1000;50;16;1;43;43;43;9;9;15;9;15;TRUE;TRUE
455;50000;1000;50;16;1;162;175;122;34;34;4;34;4;TRUE;TRUE
456;50000;1000;50;16;1;57;57;57;12;12;14;12;14;TRUE;TRUE
457;50000;1000;50;16;1;730;566;276;127;127;15;127;15;TRUE;TRUE
458;50000;1000;50;16;1;569;366;312;97;97;11;97;11;TRUE;TRUE
459;50000;1000;50;16;1;208;208;208;48;48;15;48;15;TRUE;TRUE
460;50000;1000;50;16;1;147;147;147;33;33;3;33;3;TRUE;TRUE
461;50000;1000;50;16;1;229;229;229;54;54;5;54;5;TRUE;TRUE
462;50000;1000;50;16;1;97;183;43;23;23;9;23;9;TRUE;TRUE
463;50000;1000;50;16;1;148;135;121;30;30;14;30;14;TRUE;TRUE
464;50000;1000;50;16;1;15;15;15;3;3;1;3;1;TRUE;TRUE
465;50000;1000;50;17;1;268;136;91;34;34;4;34;4;TRUE;TRUE
466;50000;1000;50;17;1;1451;1076;865;255;255;15;255;15;TRUE;TRUE
467;50000;1000;50;17;1;61;166;61;19;19;2;19;2;TRUE;TRUE
468;50000;1000;50;17;1;369;241;91;48;48;2;48;2;TRUE;TRUE
469;50000;1000;50;17;1;637;448;343;101;101;13;101;13;TRUE;TRUE
470;50000;1000;50;17;1;227;180;75;33;33;15;33;15;TRUE;TRUE
471;50000;1000;50;17;1;74;74;74;15;15;14;15;14;TRUE;TRUE
472;50000;1000;50;17;1;127;88;88;21;21;7;21;7;TRUE;TRUE
473;50000;1000;50;17;1;3027;2487;2358;656;656;13;656;13;TRUE;TRUE
474;50000;1000;50;17;1;527;667;159;97;97;4;97;4;TRUE;TRUE
475;50000;1000;50;17;1;438;289;219;71;71;16;71;16;TRUE;TRUE
476;50000;1000;50;17;1;131;120;60;21;21;13;21;13;TRUE;TRUE
477;50000;1000;50;17;1;1121;318;198;126;126;10;126;10;TRUE;TRUE
478;50000;1000;50;17;1;142;142;142;30;30;10;30;10;TRUE;TRUE
479;50000;1000;50;17;1;335;493;117;68;68;12;68;12;TRUE;TRUE
480;50000;1000;50;17;1;72;72;72;15;15;10;15;10;TRUE;TRUE
481;50000;1000;50;18;1;96;96;96;18;18;2;18;2;TRUE;TRUE
482;50000;1000;50;18;1;2446;1813;1644;462;462;15;462;15;TRUE;TRUE
483;50000;1000;50;18;1;694;758;528;135;135;6;135;6;TRUE;TRUE
484;50000;1000;50;18;1;1395;910;231;184;184;7;184;7;TRUE;TRUE
485;50000;1000;50;18;1;17;17;17;3;3;1;3;1;TRUE;TRUE
486;50000;1000;50;18;1;1697;328;184;154;154;6;154;6;TRUE;TRUE
487;50000;1000;50;18;1;311;329;282;62;62;8;62;8;TRUE;TRUE
488;50000;1000;50;18;1;185;207;111;32;32;7;32;7;TRUE;TRUE
489;50000;1000;50;18;1;207;207;207;42;42;12;42;12;TRUE;TRUE
490;50000;1000;50;18;1;48;48;48;9;9;9;9;9;TRUE;TRUE
491;50000;1000;50;18;1;182;182;182;36;36;13;36;13;TRUE;TRUE
492;50000;1000;50;18;1;95;81;49;14;14;8;14;8;TRUE;TRUE
493;50000;1000;50;18;1;1595;479;383;170;170;14;170;14;TRUE;TRUE
494;50000;1000;50;18;1;332;224;64;40;40;9;40;9;TRUE;TRUE
495;50000;1000;50;18;1;281;215;183;45;45;4;45;4;TRUE;TRUE
496;50000;1000;50;18;1;139;156;92;25;25;7;25;7;TRUE;TRUE
497;50000;1000;50;19;1;231;557;197;60;60;3;60;3;TRUE;TRUE
498;50000;1000;50;19;1;520;255;102;54;54;7;54;7;TRUE;TRUE
499;50000;1000;50;19;1;756;573;147;93;93;18;93;18;TRUE;TRUE
500;50000;1000;50;19;1;496;494;290;79;79;7;79;7;TRUE;TRUE
501;50000;1000;50;19;1;2300;893;893;274;274;14;274;14;TRUE;TRUE
502;50000;1000;50;19;1;18;18;18;3;3;1;3;1;TRUE;TRUE
503;50000;1000;50;19;1;751;635;278;109;109;17;109;17;TRUE;TRUE
504;50000;1000;50;19;1;760;604;240;102;102;4;102;4;TRUE;TRUE
505;50000;1000;50;19;1;199;199;199;36;36;4;36;4;TRUE;TRUE
506;50000;1000;50;19;1;1092;716;224;132;132;13;132;13;TRUE;TRUE
507;50000;1000;50;19;1;1410;1067;886;228;228;13;228;13;TRUE;TRUE
508;50000;1000;50;19;1;442;482;51;60;60;3;60;3;TRUE;TRUE
509;50000;1000;50;19;1;422;541;422;85;85;16;85;16;TRUE;TRUE
510;50000;1000;50;19;1;513;531;466;94;94;16;94;16;TRUE;TRUE
511;50000;1000;50;19;1;390;457;343;76;76;5;76;5;TRUE;TRUE
512;50000;1000;50;19;1;5187;2414;2397;695;695;16;695;16;TRUE;TRUE
513;50000;1000;50;20;1;595;408;174;68;68;2;68;2;TRUE;TRUE
514;50000;1000;50;20;1;391;178;106;39;39;3;39;3;TRUE;TRUE
515;50000;1000;50;20;1;1074;1336;714;192;192;15;192;15;TRUE;TRUE
516;50000;1000;50;20;1;402;692;354;91;91;6;91;6;TRUE;TRUE
517;50000;1000;50;20;1;120;120;120;21;21;16;21;16;TRUE;TRUE
518;50000;1000;50;20;1;826;411;339;96;96;16;96;16;TRUE;TRUE
519;50000;1000;50;20;1;1517;443;191;134;134;7;134;7;TRUE;TRUE
520;50000;1000;50;20;1;573;624;372;95;95;9;95;9;TRUE;TRUE
521;50000;1000;50;20;1;1812;270;108;135;135;14;135;14;TRUE;TRUE
522;50000;1000;50;20;1;158;248;158;32;32;2;32;2;TRUE;TRUE
523;50000;1000;50;20;1;391;459;171;59;59;10;59;10;TRUE;TRUE
524;50000;1000;50;20;1;1261;289;37;96;96;2;96;2;TRUE;TRUE
525;50000;1000;50;20;1;385;368;332;68;68;18;68;18;TRUE;TRUE
526;50000;1000;50;20;1;55;55;55;9;9;2;9;2;TRUE;TRUE
527;50000;1000;50;20;1;2595;2611;2521;487;487;13;487;13;TRUE;TRUE
528;50000;1000;50;20;1;398;519;398;76;76;4;76;4;TRUE;TRUE
529;50000;1000;50;21;1;472;410;202;60;60;9;60;9;TRUE;TRUE
530;50000;1000;50;21;1;667;752;439;105;105;7;105;7;TRUE;TRUE
531;50000;1000;50;21;1;1557;746;727;179;179;18;179;18;TRUE;TRUE
532;50000;1000;50;21;1;361;423;239;56;56;8;56;8;TRUE;TRUE
533;50000;1000;50;21;1;95;247;95;23;23;4;23;4;TRUE;TRUE
534;50000;1000;50;21;1;269;272;236;43;43;5;43;5;TRUE;TRUE
