[run number];max-tezina;min-tezina;postotak-tabu-lista;slucajni-graf-n;[step];dubina-agenti;sirina-agenti;uniform-cost-agenti;dubina-ticks;sirina-ticks;pohlepni-ticks;uniform-ticks;tabu-ticks;tabu-rjesenje?;pohlepni-rjesenje?
796;50000;1000;75;15;1;29;21;21;40;40;7;40;6;FALSE;FALSE
797;50000;1000;75;15;1;15;15;15;15;15;8;15;7;FALSE;FALSE
798;50000;1000;75;15;1;35;17;17;27;27;5;27;5;TRUE;TRUE
799;50000;1000;75;15;1;37;9;7;27;27;2;27;2;TRUE;TRUE
800;50000;1000;75;15;1;2;2;2;3;3;1;3;1;TRUE;TRUE
801;50000;1000;75;16;1;126;123;114;89;89;5;89;5;TRUE;TRUE
802;50000;1000;75;16;1;35;37;35;75;75;3;75;2;FALSE;FALSE
803;50000;1000;75;16;1;32;36;30;36;36;4;36;4;TRUE;TRUE
804;50000;1000;75;16;1;112;112;112;162;162;8;162;7;FALSE;FALSE
805;50000;1000;75;16;1;16;16;16;18;18;7;18;7;TRUE;TRUE
806;50000;1000;75;16;1;2;2;2;3;3;1;3;1;TRUE;TRUE
807;50000;1000;75;16;1;39;21;21;64;64;11;64;10;FALSE;FALSE
808;50000;1000;75;16;1;44;41;41;89;89;3;89;2;FALSE;FALSE
809;50000;1000;75;16;1;213;210;160;284;284;12;284;11;FALSE;FALSE
810;50000;1000;75;16;1;76;75;67;94;94;8;94;7;FALSE;FALSE
811;50000;1000;75;16;1;40;13;13;48;48;11;48;10;FALSE;FALSE
812;50000;1000;75;16;1;19;26;19;17;17;13;17;13;TRUE;TRUE
813;50000;1000;75;16;1;23;23;19;42;42;4;42;3;FALSE;FALSE
814;50000;1000;75;16;1;10;10;10;16;16;2;16;2;TRUE;TRUE
815;50000;1000;75;16;1;1;1;1;3;3;1;3;1;TRUE;TRUE
816;50000;1000;75;16;1;24;21;21;39;39;7;39;6;FALSE;FALSE
817;50000;1000;75;17;1;181;101;32;71;71;3;71;3;TRUE;TRUE
818;50000;1000;75;17;1;34;27;23;43;43;5;43;4;FALSE;FALSE
819;50000;1000;75;17;1;67;49;29;39;39;9;39;8;FALSE;FALSE
820;50000;1000;75;17;1;18;24;18;38;38;7;38;7;TRUE;TRUE
821;50000;1000;75;17;1;18;20;18;16;16;7;16;7;TRUE;TRUE
822;50000;1000;75;17;1;11;8;6;16;16;3;16;3;TRUE;TRUE
823;50000;1000;75;17;1;2;2;2;3;3;1;3;1;TRUE;TRUE
824;50000;1000;75;17;1;10;19;10;8;8;2;8;2;TRUE;TRUE
825;50000;1000;75;17;1;60;60;60;42;42;11;42;11;TRUE;TRUE
826;50000;1000;75;17;1;41;21;21;51;51;9;51;8;FALSE;FALSE
827;50000;1000;75;17;1;46;15;15;31;31;8;31;8;TRUE;TRUE
828;50000;1000;75;17;1;48;48;48;78;78;4;78;3;FALSE;FALSE
829;50000;1000;75;17;1;22;12;12;38;38;9;38;8;FALSE;FALSE
830;50000;1000;75;17;1;6;9;6;10;10;4;10;3;FALSE;FALSE
831;50000;1000;75;17;1;88;109;60;124;124;11;124;11;TRUE;TRUE
832;50000;1000;75;17;1;3;3;3;3;3;1;3;1;TRUE;TRUE
833;50000;1000;75;18;1;4;4;4;6;6;8;6;7;FALSE;FALSE
834;50000;1000;75;18;1;33;33;33;27;27;12;27;11;FALSE;FALSE
835;50000;1000;75;18;1;13;13;13;9;9;6;9;5;FALSE;FALSE
836;50000;1000;75;18;1;29;25;25;45;45;7;45;6;FALSE;FALSE
837;50000;1000;75;18;1;6;6;6;6;6;9;6;8;FALSE;FALSE
838;50000;1000;75;18;1;88;88;88;63;63;14;63;14;TRUE;TRUE
839;50000;1000;75;18;1;22;17;17;49;49;8;49;8;TRUE;TRUE
840;50000;1000;75;18;1;39;46;39;32;32;7;32;7;TRUE;TRUE
841;50000;1000;75;18;1;185;58;33;98;98;9;98;9;TRUE;TRUE
842;50000;1000;75;18;1;305;102;82;157;157;9;157;9;TRUE;TRUE
843;50000;1000;75;18;1;230;80;30;138;138;6;138;6;TRUE;TRUE
844;50000;1000;75;18;1;122;126;76;136;136;4;136;3;FALSE;FALSE
845;50000;1000;75;18;1;42;22;22;42;42;2;42;1;FALSE;FALSE
846;50000;1000;75;18;1;7;7;7;12;12;11;12;10;FALSE;FALSE
847;50000;1000;75;18;1;117;84;26;79;79;8;79;7;FALSE;FALSE
848;50000;1000;75;18;1;124;82;57;75;75;10;75;9;FALSE;FALSE
849;50000;1000;75;19;1;133;48;43;102;102;5;102;5;TRUE;TRUE
850;50000;1000;75;19;1;5;6;5;7;7;2;7;2;TRUE;TRUE
851;50000;1000;75;19;1;57;132;52;45;45;4;45;4;TRUE;TRUE
852;50000;1000;75;19;1;5;5;5;6;6;2;6;2;TRUE;TRUE
853;50000;1000;75;19;1;94;38;31;63;63;7;63;7;TRUE;TRUE
854;50000;1000;75;19;1;319;136;114;142;142;7;142;6;FALSE;FALSE
855;50000;1000;75;19;1;3;3;3;3;3;1;3;1;TRUE;TRUE
856;50000;1000;75;19;1;156;129;83;121;121;7;121;7;TRUE;TRUE
857;50000;1000;75;19;1;34;46;34;55;55;11;55;10;FALSE;FALSE
858;50000;1000;75;19;1;12;22;12;27;27;4;27;4;TRUE;TRUE
859;50000;1000;75;19;1;75;34;31;78;78;8;78;8;TRUE;TRUE
860;50000;1000;75;19;1;9;9;9;12;12;6;12;5;FALSE;FALSE
861;50000;1000;75;19;1;105;39;39;63;63;5;63;4;FALSE;FALSE
862;50000;1000;75;19;1;1;1;1;3;3;1;3;1;TRUE;TRUE
863;50000;1000;75;19;1;473;422;301;416;416;13;416;13;TRUE;TRUE
864;50000;1000;75;19;1;6;6;6;7;7;2;7;2;TRUE;TRUE
865;50000;1000;75;20;1;270;83;65;100;100;9;100;9;TRUE;TRUE
866;50000;1000;75;20;1;35;23;9;27;27;3;27;3;TRUE;TRUE
867;50000;1000;75;20;1;137;133;96;212;212;9;212;8;FALSE;FALSE
868;50000;1000;75;20;1;44;40;40;61;61;6;61;5;FALSE;FALSE
869;50000;1000;75;20;1;309;36;34;271;271;3;271;3;TRUE;TRUE
870;50000;1000;75;20;1;59;50;34;75;75;6;75;5;FALSE;FALSE
871;50000;1000;75;20;1;91;39;24;64;64;9;64;9;TRUE;TRUE
872;50000;1000;75;20;1;136;99;47;75;75;15;75;15;TRUE;TRUE
873;50000;1000;75;20;1;17;23;17;22;22;2;22;2;TRUE;TRUE
874;50000;1000;75;20;1;75;71;25;58;58;7;58;6;FALSE;FALSE
875;50000;1000;75;20;1;64;25;19;43;43;3;43;3;TRUE;TRUE
876;50000;1000;75;20;1;10;10;10;6;6;12;6;11;FALSE;FALSE
877;50000;1000;75;20;1;16;16;16;36;36;9;36;9;TRUE;TRUE
878;50000;1000;75;20;1;14;23;12;14;14;2;14;2;TRUE;TRUE
879;50000;1000;75;20;1;214;67;65;165;165;7;165;6;FALSE;FALSE
880;50000;1000;75;20;1;12;12;12;27;27;3;27;2;FALSE;FALSE
881;50000;1000;75;21;1;123;55;52;103;103;5;103;4;FALSE;FALSE
882;50000;1000;75;21;1;78;41;19;31;31;3;31;3;TRUE;TRUE
883;50000;1000;75;21;1;25;31;22;44;44;5;44;4;FALSE;FALSE
884;50000;1000;75;21;1;9;9;9;6;6;5;6;5;TRUE;TRUE
885;50000;1000;75;21;1;174;81;68;134;134;7;134;7;TRUE;TRUE
886;50000;1000;75;21;1;7;9;7;7;7;2;7;2;TRUE;TRUE
887;50000;1000;75;21;1;79;62;47;118;118;10;118;9;FALSE;FALSE
888;50000;1000;75;21;1;90;33;10;53;53;5;53;5;TRUE;TRUE
889;50000;1000;75;21;1;19;21;19;31;31;11;31;10;FALSE;FALSE
890;50000;1000;75;21;1;54;48;48;57;57;12;57;11;FALSE;FALSE
891;50000;1000;75;21;1;7;7;7;12;12;6;12;6;TRUE;TRUE
892;50000;1000;75;21;1;235;55;51;169;169;15;169;14;FALSE;FALSE
893;50000;1000;75;21;1;179;83;81;179;179;9;179;8;FALSE;FALSE
894;50000;1000;75;21;1;456;43;43;226;226;6;226;5;FALSE;FALSE
895;50000;1000;75;21;1;61;84;45;71;71;6;71;5;FALSE;FALSE
896;50000;1000;75;21;1;51;43;39;40;40;14;40;13;FALSE;FALSE
897;50000;1000;75;22;1;19;20;19;22;22;2;22;1;FALSE;FALSE
898;50000;1000;75;22;1;649;100;62;288;288;6;288;5;FALSE;FALSE
899;50000;1000;75;22;1;29;29;27;23;23;2;23;1;FALSE;FALSE
900;50000;1000;75;22;1;5;5;5;9;9;18;9;18;TRUE;TRUE
901;50000;1000;75;22;1;978;252;222;503;503;4;503;3;FALSE;FALSE
902;50000;1000;75;22;1;478;193;193;284;284;6;284;5;FALSE;FALSE
903;50000;1000;75;22;1;206;20;20;152;152;14;152;13;FALSE;FALSE
904;50000;1000;75;22;1;8;18;8;11;11;3;11;2;FALSE;FALSE
905;50000;1000;75;22;1;81;81;81;54;54;13;54;12;FALSE;FALSE
906;50000;1000;75;22;1;25;40;25;40;40;4;40;3;FALSE;FALSE
907;50000;1000;75;22;1;162;104;104;88;88;12;88;12;TRUE;TRUE
908;50000;1000;75;22;1;43;28;22;68;68;5;68;4;FALSE;FALSE
909;50000;1000;75;22;1;215;50;15;130;130;13;130;12;FALSE;FALSE
910;50000;1000;75;22;1;18;18;18;21;21;2;21;1;FALSE;FALSE
911;50000;1000;75;22;1;513;136;36;259;259;16;259;15;FALSE;FALSE
912;50000;1000;75;22;1;15;15;15;30;30;2;30;1;FALSE;FALSE
913;50000;1000;75;23;1;34;42;31;24;24;14;24;13;FALSE;FALSE
914;50000;1000;75;23;1;194;23;14;61;61;2;61;2;TRUE;TRUE
915;50000;1000;75;23;1;174;8;8;108;108;7;108;6;FALSE;FALSE
916;50000;1000;75;23;1;4;4;4;3;3;1;3;1;TRUE;TRUE
917;50000;1000;75;23;1;54;58;54;46;46;8;46;7;FALSE;FALSE
918;50000;1000;75;23;1;40;40;40;45;45;11;45;10;FALSE;FALSE
919;50000;1000;75;23;1;255;217;217;376;376;9;376;8;FALSE;FALSE
920;50000;1000;75;23;1;36;33;25;53;53;5;53;5;TRUE;TRUE
921;50000;1000;75;23;1;507;397;209;279;279;7;279;6;FALSE;FALSE
922;50000;1000;75;23;1;132;47;39;106;106;5;106;5;TRUE;TRUE
923;50000;1000;75;23;1;63;13;7;30;30;2;30;2;TRUE;TRUE
924;50000;1000;75;23;1;19;20;19;19;19;8;19;7;FALSE;FALSE
925;50000;1000;75;23;1;255;80;74;107;107;10;107;10;TRUE;TRUE
926;50000;1000;75;23;1;8;8;8;3;3;1;3;1;TRUE;TRUE
927;50000;1000;75;23;1;231;117;50;76;76;4;76;4;TRUE;TRUE
928;50000;1000;75;23;1;57;14;10;43;43;14;43;13;FALSE;FALSE
929;50000;1000;75;24;1;13;17;13;19;19;10;19;9;FALSE;FALSE
930;50000;1000;75;24;1;9;9;9;6;6;2;6;2;TRUE;TRUE
931;50000;1000;75;24;1;49;49;49;78;78;11;78;11;TRUE;TRUE
932;50000;1000;75;24;1;103;46;46;55;55;13;55;12;FALSE;FALSE
933;50000;1000;75;24;1;131;59;46;105;105;13;105;12;FALSE;FALSE
934;50000;1000;75;24;1;74;56;42;54;54;9;54;9;TRUE;TRUE
935;50000;1000;75;24;1;10;10;10;9;9;4;9;3;FALSE;FALSE
936;50000;1000;75;24;1;505;63;41;220;220;16;220;16;TRUE;TRUE
937;50000;1000;75;24;1;187;139;113;242;242;4;242;3;FALSE;FALSE
938;50000;1000;75;24;1;1667;2178;1301;2652;2652;4;2652;3;FALSE;FALSE
939;50000;1000;75;24;1;13;15;9;15;15;3;15;3;TRUE;TRUE
940;50000;1000;75;24;1;264;69;37;169;169;6;169;5;FALSE;FALSE
941;50000;1000;75;24;1;80;74;74;49;49;13;49;12;FALSE;FALSE
942;50000;1000;75;24;1;8;8;8;9;9;9;9;8;FALSE;FALSE
943;50000;1000;75;24;1;374;63;63;235;235;13;235;12;FALSE;FALSE
944;50000;1000;75;24;1;286;79;76;168;168;10;168;9;FALSE;FALSE
945;50000;1000;75;25;1;1088;439;411;725;725;7;725;6;FALSE;FALSE
946;50000;1000;75;25;1;353;237;96;271;271;8;271;7;FALSE;FALSE
947;50000;1000;75;25;1;5;5;5;3;3;1;3;1;TRUE;TRUE
948;50000;1000;75;25;1;21;21;21;18;18;4;18;4;TRUE;TRUE
949;50000;1000;75;25;1;738;45;17;391;391;3;391;3;TRUE;TRUE
950;50000;1000;75;25;1;73;93;31;61;61;7;61;6;FALSE;FALSE
951;50000;1000;75;25;1;108;108;108;72;72;17;72;17;TRUE;TRUE
952;50000;1000;75;25;1;127;18;18;70;70;6;70;6;TRUE;TRUE
953;50000;1000;75;25;1;9;9;9;6;6;20;6;19;FALSE;FALSE
954;50000;1000;75;25;1;128;18;12;86;86;3;86;2;FALSE;FALSE
955;50000;1000;75;25;1;315;105;105;249;249;9;249;8;FALSE;FALSE
956;50000;1000;75;25;1;30;30;30;15;15;13;15;12;FALSE;FALSE
957;50000;1000;75;25;1;426;120;91;212;212;17;212;16;FALSE;FALSE
958;50000;1000;75;25;1;14;14;14;12;12;12;12;11;FALSE;FALSE
959;50000;1000;75;25;1;387;47;38;140;140;10;140;9;FALSE;FALSE
960;50000;1000;75;25;1;154;98;91;149;149;9;149;8;FALSE;FALSE
961;50000;1000;75;26;1;424;142;25;282;282;11;282;10;FALSE;FALSE
962;50000;1000;75;26;1;447;186;186;229;229;14;229;14;TRUE;TRUE
963;50000;1000;75;26;1;14;14;14;12;12;7;12;6;FALSE;FALSE
964;50000;1000;75;26;1;125;46;42;92;92;11;92;10;FALSE;FALSE
965;50000;1000;75;26;1;513;83;50;208;208;9;208;8;FALSE;FALSE
966;50000;1000;75;26;1;30;45;26;32;32;5;32;4;FALSE;FALSE
967;50000;1000;75;26;1;229;174;152;306;306;10;306;9;FALSE;FALSE
968;50000;1000;75;26;1;29;18;18;11;11;2;11;2;TRUE;TRUE
969;50000;1000;75;26;1;5;5;5;3;3;1;3;1;TRUE;TRUE
970;50000;1000;75;26;1;472;383;196;244;244;21;244;20;FALSE;FALSE
971;50000;1000;75;26;1;110;25;21;47;47;10;47;9;FALSE;FALSE
972;50000;1000;75;26;1;996;588;406;709;709;14;709;13;FALSE;FALSE
973;50000;1000;75;26;1;493;294;197;217;217;7;217;7;TRUE;TRUE
974;50000;1000;75;26;1;67;85;52;35;35;8;35;8;TRUE;TRUE
975;50000;1000;75;26;1;6;6;6;9;9;4;9;3;FALSE;FALSE
976;50000;1000;75;26;1;239;134;110;125;125;9;125;9;TRUE;TRUE
977;50000;1000;75;27;1;730;170;131;270;270;13;270;13;TRUE;TRUE
978;50000;1000;75;27;1;375;204;168;226;226;16;226;15;FALSE;FALSE
979;50000;1000;75;27;1;565;161;157;324;324;19;324;18;FALSE;FALSE
980;50000;1000;75;27;1;146;132;85;99;99;11;99;10;FALSE;FALSE
981;50000;1000;75;27;1;558;42;37;188;188;4;188;3;FALSE;FALSE
982;50000;1000;75;27;1;11;24;11;15;15;7;15;7;TRUE;TRUE
983;50000;1000;75;27;1;122;55;55;68;68;13;68;12;FALSE;FALSE
984;50000;1000;75;27;1;394;214;209;352;352;14;352;14;TRUE;TRUE
985;50000;1000;75;27;1;434;158;47;164;164;10;164;10;TRUE;TRUE
986;50000;1000;75;27;1;15;20;15;17;17;6;17;5;FALSE;FALSE
987;50000;1000;75;27;1;87;77;37;64;64;7;64;7;TRUE;TRUE
988;50000;1000;75;27;1;475;309;309;614;614;6;614;5;FALSE;FALSE
989;50000;1000;75;27;1;86;38;34;34;34;2;34;2;TRUE;TRUE
990;50000;1000;75;27;1;101;64;54;77;77;12;77;11;FALSE;FALSE
991;50000;1000;75;27;1;17;16;16;19;19;5;19;5;TRUE;TRUE
992;50000;1000;75;27;1;66;49;30;68;68;4;68;3;FALSE;FALSE
993;50000;1000;75;28;1;14;14;14;6;6;17;6;16;FALSE;FALSE
994;50000;1000;75;28;1;200;46;32;112;112;16;112;15;FALSE;FALSE
995;50000;1000;75;28;1;63;18;18;51;51;6;51;5;FALSE;FALSE
996;50000;1000;75;28;1;37;30;29;39;39;3;39;2;FALSE;FALSE
997;50000;1000;75;28;1;664;105;105;357;357;18;357;17;FALSE;FALSE
998;50000;1000;75;28;1;83;70;34;86;86;2;86;1;FALSE;FALSE
999;50000;1000;75;28;1;89;174;47;96;96;6;96;6;TRUE;TRUE
1000;50000;1000;75;28;1;442;41;29;157;157;12;157;11;FALSE;FALSE
1001;50000;1000;75;28;1;143;65;57;79;79;3;79;2;FALSE;FALSE
1002;50000;1000;75;28;1;4;4;4;3;3;1;3;1;TRUE;TRUE
1003;50000;1000;75;28;1;74;44;40;64;64;8;64;8;TRUE;TRUE
1004;50000;1000;75;28;1;71;105;70;75;75;11;75;11;TRUE;TRUE
1005;50000;1000;75;28;1;293;237;237;154;154;10;154;10;TRUE;TRUE
1006;50000;1000;75;28;1;12;12;12;12;12;13;12;12;FALSE;FALSE
1007;50000;1000;75;28;1;24;20;16;39;39;4;39;3;FALSE;FALSE
1008;50000;1000;75;28;1;24;24;24;12;12;20;12;20;TRUE;TRUE
1009;50000;1000;75;29;1;350;170;134;181;181;10;181;10;TRUE;TRUE
1010;50000;1000;75;29;1;544;126;118;220;220;13;220;13;TRUE;TRUE
1011;50000;1000;75;29;1;5;5;5;3;3;1;3;1;TRUE;TRUE
1012;50000;1000;75;29;1;525;197;117;176;176;17;176;16;FALSE;FALSE
1013;50000;1000;75;29;1;359;333;212;470;470;4;470;3;FALSE;FALSE
1014;50000;1000;75;29;1;21;21;21;27;27;2;27;1;FALSE;FALSE
1015;50000;1000;75;29;1;60;23;14;38;38;4;38;4;TRUE;TRUE
1016;50000;1000;75;29;1;77;85;77;193;193;4;193;3;FALSE;FALSE
1017;50000;1000;75;29;1;347;229;183;238;238;16;238;15;FALSE;FALSE
1018;50000;1000;75;29;1;2;2;2;3;3;1;3;1;TRUE;TRUE
1019;50000;1000;75;29;1;908;556;495;710;710;19;710;18;FALSE;FALSE
1020;50000;1000;75;29;1;124;20;16;82;82;4;82;3;FALSE;FALSE
1021;50000;1000;75;29;1;61;59;59;85;85;6;85;5;FALSE;FALSE
1022;50000;1000;75;29;1;451;45;42;205;205;7;205;6;FALSE;FALSE
1023;50000;1000;75;29;1;199;209;138;172;172;17;172;17;TRUE;TRUE
1024;50000;1000;75;29;1;1236;852;696;1123;1123;9;1123;8;FALSE;FALSE
1025;50000;1000;75;30;1;61;81;61;85;85;7;85;6;FALSE;FALSE
1026;50000;1000;75;30;1;184;196;149;133;133;10;133;10;TRUE;TRUE
1027;50000;1000;75;30;1;75;22;22;57;57;3;57;2;FALSE;FALSE
1028;50000;1000;75;30;1;898;244;81;208;208;3;208;3;TRUE;TRUE
1029;50000;1000;75;30;1;898;335;169;526;526;10;526;10;TRUE;TRUE
1030;50000;1000;75;30;1;251;27;27;188;188;3;188;2;FALSE;FALSE
1031;50000;1000;75;30;1;418;418;418;294;294;10;294;9;FALSE;FALSE
1032;50000;1000;75;30;1;79;69;56;45;45;8;45;8;TRUE;TRUE
1033;50000;1000;75;30;1;838;551;422;552;552;18;552;17;FALSE;FALSE
1034;50000;1000;75;30;1;35;40;35;51;51;6;51;6;TRUE;TRUE
1035;50000;1000;75;30;1;5445;497;335;1833;1833;4;1833;4;TRUE;TRUE
1036;50000;1000;75;30;1;1;1;1;3;3;1;3;1;TRUE;TRUE
1037;50000;1000;75;30;1;1;1;1;3;3;1;3;1;TRUE;TRUE
1038;50000;1000;75;30;1;15;15;15;15;15;17;15;16;FALSE;FALSE
1039;50000;1000;75;30;1;135;124;93;99;99;15;99;14;FALSE;FALSE
1040;50000;1000;75;30;1;48;38;35;55;55;4;55;3;FALSE;FALSE
1041;50000;1000;75;31;1;190;155;136;299;299;6;299;5;FALSE;FALSE
1042;50000;1000;75;31;1;257;121;121;224;224;4;224;3;FALSE;FALSE
1043;50000;1000;75;31;1;714;101;100;360;360;4;360;3;FALSE;FALSE
1044;50000;1000;75;31;1;802;18;18;308;308;17;308;16;FALSE;FALSE
1045;50000;1000;75;31;1;504;45;45;226;226;12;226;11;FALSE;FALSE
1046;50000;1000;75;31;1;646;115;103;410;410;14;410;13;FALSE;FALSE
1047;50000;1000;75;31;1;93;140;35;74;74;3;74;3;TRUE;TRUE
1048;50000;1000;75;31;1;5980;307;273;2681;2681;5;2681;4;FALSE;FALSE
1049;50000;1000;75;31;1;1353;483;452;933;933;10;933;9;FALSE;FALSE
1050;50000;1000;75;31;1;412;42;26;174;174;3;174;3;TRUE;TRUE
1051;50000;1000;75;31;1;7;7;7;9;9;3;9;3;TRUE;TRUE
1052;50000;1000;75;31;1;5084;817;799;2309;2309;12;2309;11;FALSE;FALSE
1053;50000;1000;75;31;1;2352;803;803;1410;1410;11;1410;10;FALSE;FALSE
1054;50000;1000;75;31;1;433;110;31;165;165;2;165;1;FALSE;FALSE
1055;50000;1000;75;31;1;637;246;147;293;293;8;293;7;FALSE;FALSE
1056;50000;1000;75;31;1;855;71;12;405;405;23;405;22;FALSE;FALSE
